#DEPTH,AC,DEN,CNL
2665.375,256.48,2.57,26.96
2665.5,253.98,2.59,28
2665.625,261.46,2.6,28
2665.75,270.11,2.61,27
2665.875,273.57,2.62,27
2666,274.13,2.62,26
2666.125,269.85,2.62,24.08
2666.25,260.31,2.62,23
2666.375,251.39,2.62,21.08
2666.5,244.82,2.62,20
2666.625,239.52,2.62,19.04
2666.75,232.35,2.62,20
2666.875,226.19,2.63,20.96
2667,223.8,2.63,22
2667.125,225.92,2.62,22.96
2667.25,227.63,2.61,25
2667.375,231.89,2.57,25.96
2667.5,248.33,2.53,27
2667.625,269.27,2.48,28.93
2667.75,285.88,2.45,31
2667.875,294.16,2.45,31
2668,297.26,2.48,30
2668.125,288.44,2.52,29.04
2668.25,271.68,2.56,27
2668.375,259.13,2.59,26.04
2668.5,250.18,2.61,24
2668.625,242.94,2.62,23.04
2668.75,236.31,2.62,23
2668.875,233.49,2.62,23
2669,233.48,2.61,23
2669.125,235.73,2.6,23
2669.25,237.83,2.59,23
2669.375,238.33,2.59,23
2669.5,237.33,2.58,23
2669.625,235.35,2.58,23
2669.75,232.72,2.58,23
2669.875,229.96,2.58,23
2670,227.01,2.59,23
2670.125,225.32,2.6,23.96
2670.25,225.71,2.61,24
2670.375,227.63,2.61,24
2670.5,230.81,2.61,23
2670.625,234.27,2.61,23
2670.75,236.42,2.61,22
2670.875,235.98,2.6,22
2671,234.54,2.6,22
2671.125,232.54,2.59,22
2671.25,228.22,2.58,22
2671.375,222.49,2.58,22
2671.5,217.76,2.58,21
2671.625,216.81,2.57,21
2671.75,219.31,2.56,21
2671.875,231.58,2.53,21.96
2672,258.15,2.49,26
2672.125,280.09,2.46,29.85
2672.25,289.29,2.47,33
2672.375,287.14,2.5,31.08
2672.5,277.2,2.53,28
2672.625,261.53,2.56,25.11
2672.75,249.33,2.58,24
2672.875,247.33,2.6,24
2673,250.91,2.61,24
2673.125,253.67,2.62,24
2673.25,253.38,2.62,24
2673.375,250.09,2.63,24
2673.5,246.26,2.63,25
2673.625,242.39,2.64,25
2673.75,236.22,2.64,26
2673.875,230.01,2.64,25.04
2674,225.67,2.63,25
2674.125,223.8,2.62,25
2674.25,222.46,2.59,25
2674.375,222.89,2.55,25.96
2674.5,226.81,2.52,27
2674.625,234.89,2.5,27.96
2674.75,247.15,2.49,28
2674.875,258.32,2.48,28
2675,269.29,2.48,28
2675.125,274.45,2.49,28
2675.25,270.44,2.51,29
2675.375,259.86,2.53,29.96
2675.5,250.74,2.53,30
2675.625,247.72,2.52,30
2675.75,251.14,2.5,30
2675.875,260.28,2.49,30
2676,271.81,2.47,30
2676.125,276.56,2.47,28.08
2676.25,270.93,2.49,26
2676.375,258.69,2.5,25.04
2676.5,242.52,2.5,25
2676.625,228.89,2.46,25
2676.75,219.52,2.39,25
2676.875,222.73,2.3,25
2677,238.42,2.22,25
2677.125,259.63,2.17,25.96
2677.25,275.08,2.18,27
2677.375,279.45,2.24,27.96
2677.5,275.85,2.34,28
2677.625,263.33,2.44,28.96
2677.75,247.81,2.52,30
2677.875,247.14,2.55,30
2678,257.75,2.54,29
2678.125,264.55,2.53,27.08
2678.25,263.83,2.53,26
2678.375,261.19,2.53,26
2678.5,253.54,2.53,26
2678.625,243.76,2.52,26
2678.75,242.77,2.5,26
2678.875,252.7,2.49,25.04
2679,261.2,2.5,24
2679.125,261.9,2.52,23.04
2679.25,257.76,2.53,22
2679.375,250.44,2.54,22
2679.5,238.56,2.54,22
2679.625,227.68,2.53,22.96
2679.75,223.53,2.53,22
2679.875,224.67,2.53,20.08
2680,224.87,2.53,19
2680.125,224.73,2.52,18.04
2680.25,226.68,2.51,18
2680.375,229.34,2.5,18
2680.5,230.03,2.49,19
2680.625,227.99,2.48,19
2680.75,223.3,2.46,20
2680.875,216.76,2.42,20
2681,210.34,2.39,20
2681.125,209.19,2.35,20.96
2681.25,215.39,2.31,22
2681.375,228.41,2.3,22.96
2681.5,243.38,2.31,23
2681.625,255.58,2.36,23.96
2681.75,263.53,2.44,25
2681.875,263.07,2.51,26.93
2682,257.18,2.56,28
2682.125,251.34,2.57,28
2682.25,244.03,2.57,28
2682.375,237.77,2.57,27.04
2682.5,236.89,2.57,25
2682.625,239.31,2.56,25
2682.75,238.61,2.56,25
2682.875,237.57,2.55,25.96
2683,241.92,2.54,27
2683.125,251.19,2.52,27.96
2683.25,259.62,2.5,28
2683.375,262.07,2.49,28
2683.5,263.86,2.49,28
2683.625,268,2.5,28
2683.75,269.65,2.5,28
2683.875,268.05,2.51,28.96
2684,267.95,2.53,29
2684.125,263.17,2.55,28.04
2684.25,248.25,2.57,27
2684.375,234.16,2.58,26.04
2684.5,233,2.57,26
2684.625,247.62,2.55,27.93
2684.75,270.76,2.52,29
2684.875,286.13,2.5,30.93
2685,296.65,2.5,31
2685.125,300.15,2.49,31
2685.25,293.53,2.5,31
2685.375,287.25,2.51,31.96
2685.5,290.57,2.53,33
2685.625,294.24,2.55,32.04
2685.75,290.02,2.56,31
2685.875,279.82,2.56,30.04
2686,271.1,2.54,29
2686.125,269.66,2.53,28.04
2686.25,274.5,2.51,28
2686.375,279.63,2.5,28
2686.5,280.37,2.5,29
2686.625,273.17,2.5,30.93
2686.75,266.23,2.49,32
2686.875,270.54,2.47,32.96
2687,285.59,2.44,32
2687.125,304.13,2.42,32
2687.25,319.11,2.42,31
2687.375,317.31,2.43,31
2687.5,305.76,2.45,31
2687.625,298.64,2.47,31
2687.75,293.58,2.48,31
2687.875,287.67,2.49,30.04
2688,278.3,2.49,28
2688.125,260.84,2.51,26.08
2688.25,233.64,2.53,25
2688.375,211.57,2.54,24.04
2688.5,198.98,2.53,23
2688.625,203.72,2.5,23
2688.75,224.38,2.48,23
2688.875,250.61,2.47,23.96
2689,277.72,2.48,26
2689.125,295.97,2.5,27.93
2689.25,303.19,2.53,28
2689.375,298.46,2.54,27.04
2689.5,291.74,2.54,26
2689.625,284.62,2.54,26
2689.75,274,2.54,26
2689.875,265.03,2.55,26
2690,261.21,2.55,27
2690.125,264.74,2.55,27
2690.25,272.54,2.53,28
2690.375,279.67,2.52,28
2690.5,284.38,2.52,27
2690.625,283.85,2.53,24.11
2690.75,276.95,2.54,21
2690.875,272.31,2.56,19.08
2691,272.96,2.57,18
2691.125,273.22,2.58,18.96
2691.25,270.17,2.59,19
2691.375,265.59,2.58,19.96
2691.5,258.03,2.56,21
2691.625,250.4,2.54,22.93
2691.75,245.52,2.53,24
2691.875,242.86,2.55,24
2692,240.4,2.57,24
2692.125,239.83,2.59,23.04
2692.25,239.67,2.6,22
2692.375,239.09,2.61,22
2692.5,239.37,2.62,22
2692.625,239.7,2.62,22.96
2692.75,238.23,2.62,23
2692.875,234.22,2.63,23
2693,229.64,2.63,24
2693.125,229.95,2.63,23.04
2693.25,237.55,2.64,23
2693.375,248.19,2.63,22.04
2693.5,260.79,2.63,22
2693.625,269.62,2.62,22.96
2693.75,270.65,2.62,24
2693.875,262.85,2.61,24
2694,253.83,2.6,25
2694.125,245.83,2.6,25.96
2694.25,239.51,2.6,26
2694.375,237.38,2.6,26
2694.5,237.77,2.6,26
2694.625,240.7,2.61,26
2694.75,247.16,2.62,26
2694.875,254.09,2.63,26.96
2695,259.38,2.61,28
2695.125,261.76,2.59,28.96
2695.25,261.26,2.56,29
2695.375,261.19,2.53,29
2695.5,264.37,2.52,28
2695.625,267.62,2.52,28
2695.75,268.34,2.53,28
2695.875,269.02,2.54,29.93
2696,271.23,2.55,31
2696.125,271.97,2.55,31
2696.25,272.07,2.56,31
2696.375,274.04,2.57,29.08
2696.5,273.74,2.58,28
2696.625,267.56,2.59,27.04
2696.75,260.8,2.6,28
2696.875,256.22,2.61,28
2697,250.15,2.61,28
2697.125,245.74,2.62,27.04
2697.25,243.23,2.63,26
2697.375,240.04,2.63,25.04
2697.5,236.16,2.62,24
2697.625,233.96,2.62,24
2697.75,232.93,2.61,24
2697.875,231.84,2.62,23.04
2698,230.38,2.62,22
2698.125,232.4,2.63,22
2698.25,237.9,2.62,22
2698.375,241.1,2.62,22.96
2698.5,240.57,2.61,24
2698.625,236.86,2.61,24
2698.75,227.83,2.61,23
2698.875,220.95,2.61,22.04
2699,220.49,2.61,21
2699.125,222.9,2.61,20.04
2699.25,229.34,2.6,20
2699.375,250.71,2.57,20.96
2699.5,285.54,2.53,23
2699.625,314.4,2.49,24.93
2699.75,339.56,2.47,27
2699.875,353.39,2.45,28.93
2700,348.6,2.43,30
2700.125,328.98,2.42,30.96
2700.25,309.93,2.41,31
2700.375,298.78,2.41,31
2700.5,301.78,2.41,32
2700.625,319.15,2.43,33.93
2700.75,341.35,2.45,36
2700.875,355.57,2.46,35.04
2701,361.43,2.47,34
2701.125,349.54,2.45,31.11
2701.25,318.06,2.42,29
2701.375,283.61,2.38,27.08
2701.5,254.75,2.33,26
2701.625,238.4,2.31,25.04
2701.75,228.66,2.34,25
2701.875,225.78,2.42,25
2702,226.93,2.52,27
2702.125,230.68,2.59,29.89
2702.25,235.16,2.61,32
2702.375,241.14,2.61,32
2702.5,249.53,2.6,31
2702.625,252.86,2.58,30.04
2702.75,249.36,2.57,29
2702.875,242.8,2.57,29
2703,234.98,2.59,30
2703.125,229.37,2.61,30.96
2703.25,235.16,2.61,33
2703.375,254.4,2.58,33.96
2703.5,280.01,2.54,36
2703.625,300.02,2.5,36
2703.75,314.38,2.48,35
2703.875,316.16,2.47,35
2704,304.81,2.48,34
2704.125,289.1,2.51,33.04
2704.25,272.91,2.54,32
2704.375,261.14,2.57,30.08
2704.5,253.32,2.6,29
2704.625,249.74,2.61,27.08
2704.75,246.84,2.61,26
2704.875,245.81,2.6,25.04
2705,246.85,2.59,25
2705.125,246.71,2.58,25
2705.25,246.21,2.56,25
2705.375,252.25,2.54,25.96
2705.5,263.15,2.52,27
2705.625,269.39,2.52,27
2705.75,270.47,2.54,27
2705.875,270.14,2.57,25.08
2706,264.94,2.6,23
2706.125,253.12,2.62,21.08
2706.25,240.5,2.61,19
2706.375,233.53,2.6,18.04
2706.5,226.95,2.58,17
2706.625,219.7,2.58,17
2706.75,212.83,2.59,16
2706.875,209.8,2.6,16
2707,209.24,2.61,16
2707.125,211.11,2.61,16
2707.25,218.83,2.61,17
2707.375,231.04,2.61,17
2707.5,239.51,2.6,17
2707.625,241.09,2.59,17
2707.75,242.89,2.57,18
2707.875,245.59,2.56,18.96
2708,245.58,2.54,21
2708.125,245.91,2.53,22.93
2708.25,249.63,2.53,25
2708.375,252.33,2.52,25.96
2708.5,254.19,2.51,27
2708.625,255.72,2.51,28.93
2708.75,256.49,2.52,29
2708.875,255.87,2.54,29
2709,254.15,2.55,28
2709.125,252.05,2.56,27.04
2709.25,251.64,2.55,26
2709.375,253.72,2.54,26.96
2709.5,256.25,2.53,27
2709.625,258.22,2.53,27
2709.75,261.78,2.54,27
2709.875,266.15,2.54,27
2710,268.72,2.55,27
2710.125,269.12,2.57,27
2710.25,268.16,2.57,27
2710.375,264.59,2.57,27.96
2710.5,258.57,2.55,28
2710.625,254.41,2.53,28.96
2710.75,252.64,2.51,30
2710.875,252.46,2.5,30.96
2711,252.37,2.51,31
2711.125,252.36,2.52,30.04
2711.25,252.36,2.54,30
2711.375,252.43,2.55,29.04
2711.5,253.27,2.54,29
2711.625,254.92,2.53,29
2711.75,255.85,2.51,29
2711.875,254.97,2.51,29
2712,252.74,2.52,29
2712.125,250.1,2.53,27.08
2712.25,245.11,2.54,26
2712.375,238.21,2.54,25.04
2712.5,237.48,2.54,24
2712.625,239.93,2.54,23.04
2712.75,240.93,2.53,22
2712.875,241.39,2.52,21.04
2713,243.33,2.5,22
2713.125,246.04,2.47,22.96
2713.25,251.19,2.43,24
2713.375,258.4,2.41,24.96
2713.5,264.87,2.41,27
2713.625,267.32,2.42,27.96
2713.75,268.3,2.45,27
2713.875,267.59,2.48,26.04
2714,265.76,2.53,24
2714.125,267.15,2.56,24
2714.25,270.38,2.58,25
2714.375,270.4,2.59,25
2714.5,268.33,2.6,25
2714.625,264.64,2.6,23.08
2714.75,255.46,2.6,21
2714.875,244.79,2.6,20.04
2715,232.21,2.6,19
2715.125,220.79,2.6,19
2715.25,213.02,2.59,19
2715.375,211.96,2.59,19.96
2715.5,214.75,2.59,21
2715.625,218.01,2.59,21
2715.75,222.19,2.6,19
2715.875,227.14,2.6,17.08
2716,231.16,2.61,16
2716.125,232.75,2.61,16
2716.25,233.49,2.61,17
2716.375,232.88,2.6,17
2716.5,232.03,2.6,17
2716.625,232.02,2.6,17.96
2716.75,230.82,2.6,18
2716.875,229.05,2.6,18
2717,229.11,2.59,17
2717.125,227.46,2.58,16.04
2717.25,220.6,2.58,15
2717.375,214.58,2.58,14.04
2717.5,210.44,2.58,14
2717.625,205.21,2.59,13.04
2717.75,200.68,2.59,13
2717.875,200.94,2.6,12.04
2718,202.09,2.59,12
2718.125,202.23,2.59,12
2718.25,201.01,2.59,12
2718.375,198.59,2.59,12.96
2718.5,195.77,2.6,13
2718.625,193.93,2.6,13.96
2718.75,193.53,2.61,15
2718.875,196.08,2.62,15.96
2719,199.98,2.61,16
2719.125,203.07,2.59,17.93
2719.25,209.29,2.57,20
2719.375,221.23,2.56,23.85
2719.5,237.54,2.56,26
2719.625,249.59,2.57,26.96
2719.75,258.6,2.59,27
2719.875,260.97,2.6,26.04
2720,255.46,2.6,27
2720.125,248.31,2.58,28.93
2720.25,246.5,2.57,30
2720.375,249.31,2.57,30
2720.5,250.12,2.59,29
2720.625,247.25,2.59,27.08
2720.75,243.26,2.59,25
2720.875,237.93,2.57,23.08
2721,230.51,2.53,21
2721.125,226.25,2.49,18.11
2721.25,223.74,2.44,15
2721.375,220.07,2.4,12.11
2721.5,215.03,2.38,11
2721.625,209.98,2.37,10.04
2721.75,204.72,2.36,11
2721.875,201.11,2.35,11
2722,197.63,2.35,12
2722.125,195.58,2.36,13.93
2722.25,199.64,2.38,16
2722.375,212.87,2.41,19.85
2722.5,234.15,2.45,24
2722.625,258.22,2.49,27.85
2722.75,277.98,2.54,30
2722.875,284.05,2.6,30
2723,279.17,2.64,28
2723.125,266.32,2.67,26.08
2723.25,248.43,2.65,24
2723.375,235.04,2.61,23.04
2723.5,229.01,2.56,23
2723.625,228.95,2.52,23
2723.75,231.82,2.5,23
2723.875,235.14,2.49,23
2724,236.92,2.5,23
2724.125,234.61,2.52,23.96
2724.25,229.24,2.54,25
2724.375,223.3,2.54,27.89
2724.5,221.23,2.53,31
2724.625,228.64,2.51,31.96
2724.75,250.55,2.48,31
2724.875,280.76,2.46,30.04
2725,314.59,2.43,29
2725.125,338.43,2.41,28.04
2725.25,343.14,2.39,27
2725.375,324.85,2.35,26.04
2725.5,290.95,2.29,25
2725.625,257.71,2.22,24.04
2725.75,228.73,2.18,23
2725.875,217.93,2.18,22.04
2726,218.36,2.21,22
2726.125,224.12,2.27,22.96
2726.25,230.04,2.34,22
2726.375,234.21,2.4,21.04
2726.5,237.51,2.44,20
2726.625,237.97,2.45,19.04
2726.75,235.59,2.44,19
2726.875,233.33,2.4,19
2727,232.44,2.37,20
2727.125,231.47,2.35,20.96
2727.25,231.61,2.34,23
2727.375,234.44,2.34,26.85
2727.5,238.59,2.32,31
2727.625,248.63,2.29,32.93
2727.75,269.79,2.27,32
2727.875,289.04,2.29,31.04
2728,295.97,2.33,31
2728.125,292.36,2.37,30.04
2728.25,277.6,2.4,28
2728.375,253.6,2.39,26.08
2728.5,231.19,2.38,25
2728.625,226.72,2.36,25
2728.75,235.45,2.35,26
2728.875,250.64,2.35,26
2729,263.26,2.36,25
2729.125,263.31,2.35,25
2729.25,253.12,2.34,24
2729.375,238.05,2.33,24
2729.5,220.19,2.31,24
2729.625,211.74,2.28,25.93
2729.75,219.05,2.24,27
2729.875,233.83,2.18,27.96
2730,250.82,2.11,29
2730.125,269.37,2.06,30.93
2730.25,289.72,2.04,35
2730.375,302.23,2.05,38.85
2730.5,309.39,2.1,41
2730.625,314.04,2.17,41
2730.75,314.49,2.22,40
2730.875,303.03,2.21,38.08
2731,282.78,2.14,36
2731.125,274.7,2.05,35.04
2731.25,277.46,1.97,33
2731.375,280.87,1.93,31.08
2731.5,285.02,1.96,27
2731.625,289.67,2.05,24.11
2731.75,281.81,2.17,22
2731.875,259.2,2.28,22
2732,234.62,2.35,23
2732.125,228.24,2.39,24.93
2732.25,240.01,2.42,28
2732.375,264.43,2.44,32.81
2732.5,295.58,2.45,35
2732.625,323.06,2.44,33.08
2732.75,341.6,2.4,30
2732.875,334.54,2.35,26.15
2733,307.75,2.33,24
2733.125,276.97,2.33,23.04
2733.25,245.56,2.35,22
2733.375,222.17,2.37,22.96
2733.5,212.79,2.38,23
2733.625,215.99,2.38,23
2733.75,222.63,2.36,24
2733.875,230.32,2.34,25.93
2734,240.3,2.33,28
2734.125,250.69,2.33,28.96
2734.25,265.03,2.34,29
2734.375,277.77,2.35,29.96
2734.5,284.22,2.36,31
2734.625,283.22,2.37,32.93
2734.75,277.48,2.38,33
2734.875,266.55,2.4,31.08
2735,252.19,2.42,29
2735.125,239.67,2.44,27.08
2735.25,227.84,2.48,26
2735.375,219.63,2.51,25.04
2735.5,214.01,2.53,25
2735.625,213.86,2.53,25.96
2735.75,220.66,2.51,27
2735.875,233.19,2.47,27.96
2736,245.77,2.44,28
2736.125,252.27,2.43,27.04
2736.25,254.25,2.42,26
2736.375,251.22,2.41,24.08
2736.5,242.83,2.4,22
2736.625,233.84,2.38,21.04
2736.75,230.72,2.38,22
2736.875,236.86,2.4,23.93
2737,248.13,2.43,26
2737.125,256.59,2.47,26.96
2737.25,262.54,2.51,28
2737.375,267.28,2.52,29.93
2737.5,274.4,2.5,32
2737.625,281.13,2.44,32
2737.75,282.55,2.37,29
2737.875,278.79,2.31,27.08
2738,269.14,2.29,25
2738.125,252.94,2.29,23.08
2738.25,236.49,2.28,22
2738.375,231.65,2.28,22
2738.5,232.5,2.28,21
2738.625,233.06,2.29,19.08
2738.75,230.34,2.3,18
2738.875,225.6,2.32,18
2739,221.12,2.33,18
2739.125,219.98,2.34,18.96
2739.25,222.04,2.35,19
2739.375,227.96,2.35,19
2739.5,236.69,2.35,19
2739.625,242.46,2.35,19
2739.75,243.51,2.33,20
2739.875,244.48,2.32,20
2740,249.13,2.31,21
2740.125,256.42,2.34,21
2740.25,263.91,2.38,21
2740.375,267.82,2.44,20.04
2740.5,265.63,2.47,20
2740.625,256.23,2.48,20
2740.75,239.96,2.48,20
2740.875,226.96,2.48,20
2741,220.37,2.48,19
2741.125,220.45,2.49,19
2741.25,223.7,2.49,19
2741.375,228.79,2.48,19.96
2741.5,235.37,2.47,20
2741.625,239.68,2.47,20
2741.75,240.48,2.47,21
2741.875,236.37,2.48,21
2742,230.41,2.49,21
2742.125,225.93,2.49,21
2742.25,223.72,2.48,22
2742.375,225.3,2.45,22
2742.5,231,2.41,23
2742.625,236.27,2.38,23
2742.75,238.57,2.36,23
2742.875,236.88,2.39,21.08
2743,232.5,2.43,19
2743.125,226.97,2.47,18.04
2743.25,221.44,2.48,18
2743.375,217.6,2.47,18
2743.5,214.04,2.45,18
2743.625,211.61,2.43,18
2743.75,211.04,2.39,19
2743.875,213.99,2.33,20.93
2744,225.27,2.25,25
2744.125,244.05,2.2,29.81
2744.25,263.92,2.18,34
2744.375,274.02,2.2,34.96
2744.5,279.14,2.22,34
2744.625,278.18,2.25,31.11
2744.75,268.08,2.29,26
2744.875,253.87,2.34,21.19
2745,244.47,2.37,19
2745.125,242.68,2.4,18.04
2745.25,244.37,2.41,19
2745.375,244.43,2.39,19.96
2745.5,243.17,2.35,19
2745.625,242.36,2.3,19
2745.75,238.14,2.25,19
2745.875,231.65,2.21,19
2746,231.4,2.19,20
2746.125,241.24,2.18,20.96
2746.25,255.11,2.19,23
2746.375,263.97,2.21,23.96
2746.5,270.49,2.25,25
2746.625,277.03,2.31,25
2746.75,280.98,2.35,25
2746.875,280.09,2.37,25.96
2747,278.06,2.37,25
2747.125,277.08,2.35,25
2747.25,276.17,2.33,23
2747.375,274.5,2.32,23
2747.5,270.67,2.32,22
2747.625,265.04,2.35,21.04
2747.75,255.29,2.38,21
2747.875,243.4,2.41,21
2748,231.51,2.44,21
2748.125,226.19,2.44,21.96
2748.25,230.5,2.41,24
2748.375,250.06,2.36,27.85
2748.5,285.03,2.3,33
2748.625,317.82,2.26,36.85
2748.75,340.9,2.26,39
2748.875,347.02,2.27,39.96
2749,342.35,2.27,40
2749.125,331.26,2.26,39.04
2749.25,319.32,2.25,39
2749.375,309.69,2.25,38.04
2749.5,299.61,2.26,37
2749.625,292.36,2.29,37
2749.75,282.88,2.33,37
2749.875,269.73,2.36,37.96
2750,259.72,2.38,37
2750.125,257.3,2.37,33.15
2750.25,249.78,2.34,29
2750.375,238.22,2.3,27.08
2750.5,230.94,2.25,27
2750.625,232.72,2.21,26.04
2750.75,242.46,2.18,26
2750.875,256.25,2.16,25.04
2751,268.54,2.16,27
2751.125,278.78,2.18,32.77
2751.25,290.1,2.19,45
2751.375,296.3,2.21,56.55
2751.5,303.41,2.22,59
2751.625,319.06,2.22,53.23
2751.75,332.64,2.23,47
2751.875,327.89,2.25,41.23
2752,308.81,2.28,36
2752.125,288.68,2.3,33.11
2752.25,272.09,2.28,30
2752.375,268.33,2.25,26.15
2752.5,279.73,2.21,21
2752.625,306.09,2.19,15.23
2752.75,328.88,2.2,13
2752.875,330.32,2.22,12.04
2753,311.24,2.26,13
2753.125,284.45,2.33,13.96
2753.25,249.12,2.4,15
2753.375,217.86,2.48,15
2753.5,197.3,2.52,15
2753.625,192.08,2.54,15.96
2753.75,191.11,2.52,19
2753.875,191.11,2.47,21.89
2754,192,2.39,23
2754.125,197.74,2.31,21.08
2754.25,212.12,2.26,19
2754.375,229.75,2.26,18.04
2754.5,248.68,2.28,19
2754.625,267.94,2.32,20.93
2754.75,282.58,2.37,22
2754.875,283.23,2.4,22
2755,274.69,2.41,22
2755.125,263.7,2.41,21.04
2755.25,250.48,2.4,21
2755.375,240.75,2.39,21.96
2755.5,236.54,2.39,22
2755.625,237.5,2.38,22.96
2755.75,240.52,2.36,23
2755.875,243.18,2.35,23
2756,248.04,2.35,23
2756.125,259.02,2.37,22.04
2756.25,276.82,2.38,22
2756.375,296.93,2.38,22.96
2756.5,319.03,2.36,23
2756.625,334.13,2.33,24.93
2756.75,336.72,2.32,26
2756.875,325.34,2.31,26
2757,306.21,2.31,25
2757.125,284.86,2.3,24.04
2757.25,262.1,2.26,24
2757.375,247.37,2.21,24.96
2757.5,241.66,2.17,25
2757.625,244.14,2.14,25.96
2757.75,255.78,2.14,26
2757.875,273.36,2.15,26
2758,289.36,2.16,27
2758.125,296.27,2.18,27
2758.25,292.91,2.18,25
2758.375,280.18,2.16,23.08
2758.5,263.63,2.14,21
2758.625,254.31,2.1,21
2758.75,252.72,2.05,21
2758.875,262.31,2.01,22.93
2759,279.21,1.99,26
2759.125,290.36,2.01,28.89
2759.25,290.83,2.07,30
2759.375,286.62,2.15,29.04
2759.5,276.54,2.2,28
2759.625,261.58,2.23,27.04
2759.75,251.94,2.23,28
2759.875,253.75,2.23,28
2760,256.5,2.24,28
2760.125,258.3,2.26,27.04
2760.25,262.79,2.3,25
2760.375,264.59,2.35,23.08
2760.5,260.63,2.39,22
2760.625,253.24,2.4,22
2760.75,245.12,2.4,23
2760.875,238.17,2.4,23
2761,234.67,2.4,23
2761.125,236.7,2.38,23
2761.25,246.49,2.34,24
2761.375,259.71,2.29,25.93
2761.5,269.96,2.25,28
2761.625,274.66,2.21,28.96
2761.75,280.11,2.19,30
2761.875,284.06,2.2,29.04
2762,285.6,2.23,27
2762.125,288.22,2.29,24.11
2762.25,289.87,2.35,22
2762.375,281.87,2.37,21.04
2762.5,266.43,2.35,21
2762.625,250.6,2.32,21
2762.75,234.95,2.31,21
2762.875,226.36,2.32,22.93
2763,230.03,2.33,27
2763.125,242.2,2.34,29.89
2763.25,252.24,2.32,31
2763.375,253.58,2.28,31
2763.5,252.17,2.23,31
2763.625,250.73,2.2,32.93
2763.75,247.11,2.19,35
2763.875,247.42,2.2,36.93
2764,259.42,2.23,37
2764.125,274.83,2.27,37
2764.25,282.96,2.31,36
2764.375,281.57,2.34,34.08
2764.5,277.46,2.38,32
2764.625,273.3,2.42,30.08
2764.75,269.46,2.44,29
2764.875,268.58,2.44,29
2765,273.7,2.42,29
2765.125,285.62,2.4,29.96
2765.25,296.96,2.39,31
2765.375,300.56,2.39,32.93
2765.5,299.53,2.39,34
2765.625,298.21,2.4,34
2765.75,297.11,2.41,34
2765.875,295.07,2.42,34
2766,291.8,2.42,33
2766.125,290.25,2.42,33
2766.25,288.78,2.44,32
2766.375,283.32,2.47,32
2766.5,278.86,2.5,32
2766.625,286.68,2.5,32
2766.75,300.23,2.48,32
2766.875,304.75,2.44,31.04
2767,303.04,2.4,29
2767.125,296.92,2.38,27.08
2767.25,285.36,2.38,26
2767.375,277.07,2.37,26
2767.5,275.73,2.32,27
2767.625,278.17,2.22,27
2767.75,277.9,2.12,28
2767.875,271.04,2.05,28.96
2768,263.1,2.02,31
2768.125,261.08,2.02,31.96
2768.25,263.2,2.05,31
2768.375,267.3,2.12,30.04
2768.5,271.14,2.22,28
2768.625,268.26,2.34,27.04
2768.75,260.52,2.42,27
2768.875,251.62,2.43,27
2769,244.18,2.42,26
2769.125,242.85,2.4,26
2769.25,244.26,2.41,25
2769.375,242.99,2.44,25.96
2769.5,240.38,2.48,26
2769.625,238.34,2.5,26
2769.75,237.51,2.5,27
2769.875,240.44,2.5,27
2770,246.83,2.51,27
2770.125,250.71,2.51,25.08
2770.25,250.09,2.52,23
2770.375,244.84,2.51,22.04
2770.5,238.82,2.48,21
2770.625,233.31,2.45,21.96
2770.75,230.89,2.43,23
2770.875,231.46,2.44,23.96
2771,231.51,2.47,25
2771.125,230.16,2.53,25
2771.25,228.94,2.59,25
2771.375,230.75,2.62,24.04
2771.5,237.48,2.63,24
2771.625,246.37,2.62,24.96
2771.75,258.67,2.6,26
2771.875,272.19,2.6,26
2772,284.04,2.59,26
2772.125,286.41,2.57,25.04
2772.25,285.75,2.56,25
2772.375,282.84,2.55,24.04
2772.5,275.19,2.55,23
2772.625,267.83,2.55,22.04
2772.75,264.42,2.53,21
2772.875,263.06,2.51,21
2773,261.15,2.48,21
2773.125,260.12,2.48,21.96
2773.25,257.38,2.49,22
2773.375,251.67,2.52,22
2773.5,246.85,2.54,22
2773.625,247.98,2.56,22
2773.75,256.43,2.57,22
2773.875,269.54,2.57,22
2774,284.12,2.55,22
2774.125,295.97,2.51,23.93
2774.25,303.15,2.47,26
2774.375,300.02,2.44,26.96
2774.5,287.79,2.43,28
2774.625,279.35,2.45,27.04
2774.75,282.82,2.46,26
2774.875,302.72,2.45,26
2775,329.42,2.42,26
2775.125,352.62,2.38,26
2775.25,364.89,2.38,25
2775.375,360.9,2.42,24.04
2775.5,343.36,2.49,23
2775.625,322.49,2.55,23
2775.75,299.69,2.57,22
2775.875,280.66,2.55,21.04
2776,263.3,2.52,20
2776.125,247.29,2.5,20.96
2776.25,231.84,2.5,23
2776.375,225.92,2.5,25.89
2776.5,228.67,2.5,29
2776.625,237.86,2.49,29.96
2776.75,249.66,2.48,29
2776.875,259.11,2.46,28.04
2777,265.13,2.44,26
2777.125,263.87,2.43,23.11
2777.25,255.03,2.44,22
2777.375,248.52,2.46,21.04
2777.5,246.27,2.49,22
2777.625,242.89,2.53,21.04
2777.75,236.76,2.56,21
2777.875,230.99,2.57,20.04
2778,223.26,2.58,21
2778.125,217.42,2.59,21.96
2778.25,217.82,2.6,22
2778.375,226.53,2.6,22
2778.5,241.33,2.59,23
2778.625,254.23,2.56,23
2778.75,260.36,2.54,24
